manufacturer,device_type
Landis+Gyr,Unknown
Landis+Gyr GmbH,Unknown
Landis+Gyr Ltd.,Unknown
"Lanix Internacional, S.A. de C.V.",Unknown
Lansen Systems AB,Unknown
Lansentechnology AB,Unknown
"Lantech Communications Global, Inc.",Phone
"Lantis co., LTD.",Unknown
Lantronix,Unknown
LaonPeople,Unknown
"Laplace System Co., Ltd.",Unknown
"Lara Technology, Inc.",Unknown
Lars Thrane A/S,Unknown
Lartech telecom LLC,Unknown
"Las Vegas Gaming, Inc.",Unknown
Lasat Networks A/S,Unknown
Lascar Electronics Ltd,Unknown
Laser Light Engines,Unknown
Lasercraft Inc,Unknown
Lassen Research,Unknown
"Lastar, Inc.",Unknown
Latch,Unknown
Lattice Semiconductor Corp. (LPA),Unknown
"Latticework, Inc",Unknown
"Launch Tech Co., Ltd.",Unknown
Lauterbach GmbH,Unknown
"Lava Computer Mfg., Inc.",Phone
Lava International Ltd.,Phone
Lava international limited,Phone
Law-Chain Computer Technology Co Ltd,Unknown
Lawo AG,Unknown
"Layer3TV, Inc",Unknown
"LayerZero Power Systems, Inc.",Unknown
"Layon international Electronic & Telecom Co.,Ltd",Unknown
Le Shi Zhi Xin Electronic Technology (Tianjin) Limited,Unknown
LeCroy - Networking Productions Division,IP Camera
LeWiz Communications Inc.,Phone
"Leadcore Technology CO.,LTD",Unknown
"Leader Phone Communication Technology Co., Ltd.",Phone
Leadfly Techologies Corp. Ltd.,Unknown
"Leading Public Performance Co., Ltd.",Unknown
Leaf Corporation.,Unknown
Leaf Imaging Ltd.,Unknown
LeapComm Communication Technologies Inc.,Phone
"LeapFrog Enterprises, Inc.",Unknown
Leapfive Tech. Ltd.,Unknown
"Leapmotor (Jinhua) New Energy Vehicle Parts Technology Co., Ltd.",Unknown
Lear Corporation,Unknown
Lear Corporation GmbH,Unknown
"Lectron Co,. Ltd.",Unknown
"Lectrosonics, Inc.",Unknown
LeddarTech Inc.,Unknown
Ledworks SRL,Unknown
Lee-Dickens Ltd,Unknown
Leeman International (HongKong) Limited,Unknown
Leeo Inc,Unknown
"Legra Systems, Inc.",Unknown
"Legrand Home Systems, Inc",Unknown
"Legrand INTELLIGENT ELECTRICAL(HUIZHOU)CO.,LTD.",Unknown
LeiShen Intelligent  System Co.Ltd,Unknown
Leica Camera AG,IP Camera
Leica Geosystems AG,Unknown
Leica Microsystems,Unknown
Leica Microsystems (Schweiz) AG,Unknown
"Leie IOT technology Co., Ltd",Unknown
Leimac Ltd.,Unknown
Leine & Linde AB,Unknown
Leipold+Co.GmbH,Unknown
Leiser GmbH,Unknown
"Leisure Time, Inc.",Unknown
Leitner SpA,Unknown
Lely Industries N.V.,Unknown
Lemke Diagnostics GmbH,Unknown
"Lemobile Information Technology (Beijing) Co., Ltd",Unknown
"Lemobile Information Technology (Beijing) Co., Ltd.",Unknown
Lenbrook Industries Limited,Unknown
"Lengda Technology(Xiamen) Co.,Ltd.",Unknown
Lenntek Corporation,Unknown
"Lenord, Bauer & Co GmbH",Unknown
Lenovo,Phone
"Lenovo (Beijing) Co., Ltd.",Phone
Lenovo (Beijing) Limited.,Phone
Lenovo Future Communication Technology (Chongqing) Company Limited,Phone
"Lenovo Information Products (Shenzhen)Co.,Ltd",Phone
Lenovo Mobile Communication (Wuhan) Company Limited,Phone
Lenovo Mobile Communication Technology Ltd.,Phone
"LenovoEMC Products USA, LLC",Phone
"Lenten Technology Co., Ltd.",Unknown
Lenze,Unknown
Leo Bodnar Electronics Ltd,Unknown
LeoLabs,Unknown
Leonardo UK Ltd,Unknown
Leonton Technologies,Unknown
Leopold Kostal GmbH &Co. KG,Unknown
Les Technologies SoftAcoustik Inc.,Unknown
Lesira Manufacturing Pty Ltd,IoT Device
Lester Electrical,Unknown
Letta Teknoloji,Unknown
Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.,Unknown
LeucotronEquipamentos Ltda.,Unknown
Leutron Vision,IP Camera
Leuze electronic GmbH + Co. KG,Unknown
LevelOne Communications (India) Private Limited,Phone
"Leviton Manufacturing Co., Inc",IoT Device
"Leviton Manufacturing Co., Inc.",IoT Device
Leviton Network Solutions,Unknown
Levven Electronics Ltd.,Unknown
LexBox,Unknown
"Lexar Media, Inc.",Unknown
"Lexking Technology Co., Ltd.",Unknown
Li Seng Technology Ltd,Unknown
"LiComm Co., Ltd.",Unknown
Liab ApS,Unknown
"Liang Herng Enterprise,Co.Ltd.",Unknown
"Liangang Optoelectronic Technology CO., Ltd.",Unknown
"Lianhe Technologies, Inc.",Unknown
"Liaoning Wontel Science and Technology Development Co.,Ltd.",Unknown
Libratone A/S,Unknown
Libre Wireless Technologies Inc.,Unknown
LibreStream Technologies Inc.,Unknown
Licera AB,Unknown
Liebert-Hiross Spa,Unknown
Liebherr - Elektronik GmbH,Unknown
Liecthi AG,Unknown
"Lierda Science & Technology Group Co., Ltd",Unknown
"Lierda Science & Technology Group Co.,Ltd",Unknown
Life Fitness / Div. of Brunswick,Unknown
Life Racing Ltd,Unknown
"Life Technology (China) Co., Ltd",Unknown
LifeBEAM Technologies LTD,Unknown
"LifeHealth, LLC",Unknown
"LifeSize Communications, Inc",Phone
LifeSync Corporation,Unknown
"Lifetron Co.,Ltd",Unknown
"Lift Complex DS, JSC",Unknown
"Light Labs, Inc.",Unknown
"LightChip, Inc.",Phone
"LightHaus Logic, Inc.",Unknown
"LightSand Communications, Inc.",Phone
"Lightcomm Technology Co., Ltd",Phone
Lighting Science Group,Unknown
Lightner Engineering,IoT Device
Lightning Telecommunications Technology Co. Ltd,Phone
"Lightpointe Communications, Inc",Phone
Lightspeed Technologies Inc.,Unknown
Lightware Visual Engineering,IoT Device
LightwaveRF Technology Ltd,Unknown
LigoWave,Unknown
"Lih Rong electronic Enterprise Co., Ltd.",Unknown
Lika srl,Unknown
"Lilee Systems, Ltd.",Unknown
Liling FullRiver Electronics & Technology Ltd,Unknown
Lily Robotics,Unknown
Lime Instruments,Unknown
Limidea Concept Pte. Ltd.,Unknown
Limited Liability Company,Unknown
LinTech GmbH,Unknown
Lincoln Electric Company,Unknown
Linea Research Ltd,Unknown
Lineage Power,Unknown
Linear DMS Solutions Sdn. Bhd.,Unknown
Linear Equipamentos Eletronicos SA,Unknown
Linepro Sp. z o.o.,Unknown
"Link One Co., Ltd.",Unknown
"LinkData Technology (Tianjin) Co., LTD",Unknown
"LinkSprite Technologies, Inc.",Unknown
Linkage System Integration Co.Ltd.,Unknown
Linked IP GmbH,Unknown
"LinkedHope Intelligent Technologies Co., Ltd",Unknown
"Linkflex Co.,Ltd",Unknown
"Linkflow Co., Ltd.",Unknown
"Linkintec Co., Ltd",Unknown
Linkpower Network System Inc Ltd.,Unknown
"Linksys USA, Inc",Router
"Linktel Technologies Co.,Ltd",Unknown
"Linktop Technology Co., LTD",Unknown
Linkwell Telesystems Pvt Ltd,Unknown
Linkwise Technology Pte Ltd,Unknown
Linn Products Ltd,Unknown
LinoWave Corporation,Unknown
"Lintes Technology Co., Ltd.",Unknown
Linxtek Co.,Unknown
"Liontech Co., Ltd.",Unknown
Lipi Data Systems Ltd.,Unknown
Lipman TransAction Solutions,IP Camera
Liptel s.r.o.,Unknown
Liquid Computing,Unknown
Liquid-Markets GmbH,Unknown
Liquidtool Systems,Unknown
"Lisantech Co., Ltd.",Unknown
Lismore Instruments Limited,Unknown
"Listman Home Technologies, Inc.",Unknown
Litchfield Communications Inc.,Phone
Lite-On Network Communication (Dongguan) Limited,Phone
Lite-On Technogy Corp.,Unknown
LiteON,Unknown
"LiteTouch, Inc.",Unknown
Litemax Electronics Inc.,Unknown
Liteon Technology Corporation,Unknown
"Liteon, Inc.",Unknown
"Liteon, Mobile Media Solution SBU",Unknown
Lithiunal Energy,Unknown
Littelfuse Startco,Unknown
Littlefeet,Unknown
Litton Marine Systems B.V.,Unknown
Liuhe Intelligence Technology Ltd.,Unknown
LiveTV,Unknown
LiveU Ltd.,Unknown
"Liverock technologies,INC",Unknown
"Livescribe, Inc.",Unknown
"Livesecu co., Ltd",Unknown
Liyuh Technology Ltd.,Unknown
LoBenn Inc.,Unknown
LoJack Corporation,Unknown
LoPA Information Technology,Unknown
"Load Technology, Inc.",Unknown
"Lobos, Inc.",Unknown
LocSoft Limited,Unknown
Lockheed Martin Tactical Systems,IP Camera
"Lockin Technology(Beijing) Co.,Ltd.",Unknown
"Locus, Incorporated",Unknown
Lodam Electronics A/S,Unknown
LodgeNet Entertainment Corp.,Unknown
Loewe Opta GmbH,Unknown
"LogMeIn, Inc.",Unknown
Logi-D inc,Unknown
"LogiCan Technologies, Inc.",Unknown
LogiSync LLC,Unknown
"Logic Controls, Inc.",Unknown
"Logic Innovations, Inc.",Unknown
Logic Instrument SA,Unknown
Logic Product Development,Unknown
Logic S.p.A.,Unknown
Logic Way GmbH,Unknown
Logic3 plc,Unknown
LogicaCMG Pty Ltd,Unknown
"Logical Co., Ltd.",Unknown
Logical Link Communications,Phone
Logical Solutions,Unknown
Logipix Ltd,Unknown
"Logistic Service & Engineering Co.,Ltd",IoT Device
Logital Co. Limited,Unknown
Logitec Corporation,Unknown
Logitech,Unknown
"Logitech (China) Technology Co., Ltd",Unknown
Logitech Europe SA,Unknown
Logitech Far East,Unknown
Logitech Hong Kong,Unknown
"Logitech, Inc",Unknown
"Logitek Electronic Systems, Inc.",Unknown
Logiways,Unknown
Logopak Systeme GmbH & Co. KG,Unknown
"Logosol, Inc.",Unknown
Logostek Co. Ltd.,Unknown
"Long Range Systems, Inc.",Unknown
Long Reach Networks Pty Ltd,Unknown
"LongSung Technology (Shanghai) Co.,Ltd.",Unknown
Longcheer Technology (Singapore) Pte Ltd,Unknown
"Longconn Electornics(shenzhen)Co.,Ltd",Unknown
"Longdhua(Beijing) Controls Technology Co.,Ltd",Unknown
"Longicorn, inc.",Unknown
Longkay Communication & Technology (Shanghai) Co. Ltd,Phone
Longnan Junya Digital Technology Co. Ltd.,Unknown
Lontium Semiconductor Corporation,Unknown
LookX Digital Media BV,Unknown
"Lookit Technology Co., Ltd",Unknown
Loongson Technology Corporation Limited,Unknown
"Loopcomm Technology, Inc.",Unknown
Lootom Telcovideo Network (Wuxi) Co Ltd,Unknown
Looxcie Inc.,Unknown
Loran International Technologies Inc.,Unknown
"Lorent Networks, Inc.",Unknown
Lorex Technology Inc.,IP Camera
Lorica Solutions,Unknown
Lorom Industrial Co.LTD.,Unknown
Loud Technologies Inc.,Unknown
Louis Design Labs.,Unknown
Low Tech Solutions,Unknown
"Lowrance Electronics, Inc.",Unknown
Loxley Public Company Limited,Unknown
Loxone Electronics GmbH,Unknown
Lucas Holding bv,Unknown
Lucent Technologies,Unknown
Lucid Motors,Unknown
Lucid Vision Labs,IP Camera
Lucid Voice Ltd.,Unknown
Ludl Electronic Products,Unknown
Lufft Mess- und Regeltechnik GmbH,Unknown
Lufkin Industries,Unknown
Luma Home,Unknown
Lumacron Technology Ltd.,Unknown
Lumasense Technologies,Unknown
Lumenera Corporation,Unknown
Lumenpulse,Unknown
Lumens Digital Optics Inc.,Unknown
Lumentum,Unknown
Lumewave,Unknown
Lumexis Corporation,Unknown
"Lumi United Technology Co., Ltd",Unknown
Lumigon A/S,Unknown
Luminar Technologies,Unknown
Luminate Wireless,Unknown
Luminator Technology Group Global LLC,Unknown
Luminous Power Technologies Pvt. Ltd.,Unknown
Lumissil Microsystems,Unknown
Luna Products,Unknown
Lunatone Industrielle Elektronik GmbH,Unknown
Lund IP Products AB,Unknown
Lundinova AB,Unknown
"Lung Hwa Electronics Co., Ltd.",Unknown
Lupine Lighting Systems GmbH,Unknown
"Lutron Electronics Co., Inc.",Unknown
Lux Lumen,Unknown
"LuxN, N",Unknown
Luxcom Technologies Inc.,Unknown
"Luxshare Precision Industry CO., LTD.",Unknown
"Luxshare Precision Industry Co., Ltd",Unknown
"Luxshare Precision Industry Co.,Ltd",Unknown
Luxshare Precision Industry Company Limited,Unknown
Luxtera Inc,Unknown
Luxul,Unknown
"Luxul Tech Co., Ltd",Unknown
Lyan Inc.,Unknown
Lycium Networks,Unknown
Lyngbox Media AB,Unknown
Lyngso Marine A/S,Unknown
Lyngsoe Systems LTd,Unknown
"Lynx Photonic Networks, Inc.",Unknown
"Lynx Studio Technology, Inc.",Unknown
"Lynxspring, Incl.",IoT Device
"Lytro, Inc.",Unknown
Lytx,Unknown
"Lyve Minds, Inc",Unknown
Lyyn AB,Unknown
LzLabs GmbH,Unknown
M & N GmbH,Unknown
M Rutty Holdings Pty. Ltd.,Unknown
M Seven System Ltd.,Unknown
M&S Systems,Unknown
M+F Gwinner GmbH & Co,Unknown
M-Audio,Unknown
M-Cube Spa,Unknown
M. K. Juchheim GmbH & Co,Unknown
M.C.C.I,Unknown
"M.I. SYSTEMS, K.K.",Unknown
M/A-COM INC. COMPANIES,Unknown
M2Communication Inc.,Phone
M2I CORPORATION,Unknown
M2M Solution S.A.S.,Unknown
"M2Mnet Co., Ltd.",Unknown
M2Motive Technology Inc.,Unknown
MA Lighting Technology GmbH,Unknown
MAATEL,Unknown
"MAC SYSTEM CO., LTD.",Unknown
MACAB AB,Unknown
MACANDC,Unknown
MACKIE Engineering Services Belgium BVBA,Phone
"MACNICA, Inc.",Unknown
MACQ ELECTRONIQUE SA,Unknown
"MACRAIGOR SYSTEMS, INC.",Unknown
MACROTECH (USA) INC.,Unknown
MACROVISION CORPORATION,IP Camera
MACTELL CORPORATION,Unknown
"MADOKA SYSTEM Co.,Ltd.",Unknown
MAGNA COMPUTER CORPORATION,Unknown
MAGNETI MARELLI   S.E. S.p.A.,Unknown
MAGNETI MARELLI SISTEMAS ELECTRONICOS MEXICO,Unknown
MAHLO GMBH & CO. UG,Unknown
MAITRISE TECHNOLOGIQUE,Unknown
MAKU Informationstechik GmbH,Unknown
MAKUS Inc.,Unknown
MAN Energy Solutions,Unknown
MANNESMANN SCANGRAPHIC GMBH,Unknown
MANNESMANN TALLY CORPORATION,Unknown
MANUFACTURE DES MONTRES ROLEX SA,Unknown
"MANYCOLORS, INC.",Unknown
MAPLE COMPUTER CORPORATION,Unknown
MAPLE COMPUTER SYSTEMS,Unknown
"MAPLE NETWORKS CO., LTD",Unknown
MARA Systems Consulting AB,Unknown
MARBEN COMMUNICATION SYSTEMS,Phone
MARCH NETWORKS CORPORATION,Unknown
MARCONI ELECTRONICS LTD.,Unknown
MARCONI SPA,Unknown
MAREL HF,Unknown
"MARGI Systems, Inc.",Unknown
MARINER NETWORKS,Unknown
MARKEM Corporation,Unknown
MARKEM-IMAJE,Unknown
"MARKIN co., Ltd.",Unknown
MARLI S.A.,Unknown
"MARNER INTERNATIONAL, INC.",Unknown
MARQUETTE ELECTRIC CO.,Unknown
"MARQUIP, INC.",Unknown
MARTIN MARIETTA CORPORATION,Unknown
"MARTINHO-DAVIS SYSTEMS, INC.",Unknown
"MARVELL SEMICONDUCTOR, INC.",Unknown
MAS Elektronik AG,Unknown
MASPRO DENKOH CORP.,Unknown
MASSCOMP,Unknown
"MAT Co., Ltd.",Unknown
MAT S.A. (Mircrelec Advanced Technology),Unknown
MATIS,Unknown
MATISSE NETWORKS INC,Unknown
MATRA (DSIE),Unknown
MATRIX COMSEC PRIVATE LIMITED,Unknown
MATRIX CORPORATION,Unknown
MATRIX INC.,Unknown
MATSUNICHI DIGITAL TECHNOLOGY (HONG KONG) LIMITED,Unknown
MATSUSHITA COMM. IND. CO. LTD.,Unknown
MATSUSHITA ELECTRIC IND. CO,Unknown
MATSUSHITA ELECTRONIC INSTRUMENTS CORP.,Unknown
MATT   R.P.Traczynscy Sp.J.,Unknown
MAVENIR IPA UK LTD,Unknown
"MAVIX, Ltd.",Unknown
"MAX-TECH,INC",Unknown
MAX8USA DISTRIBUTORS INC.,Unknown
MAXFOR,Unknown
MAXI VIEW HOLDINGS LIMITED,Unknown
MAXIO,Unknown
MAXLINK INDUSTRIES LIMITED,Unknown
MAXPEED,Unknown
MAXTON TECHNOLOGY CORPORATION,Unknown
MAXTOR CORP.,Unknown
MAYAN NETWORKS,Unknown
MAZ Brandenburg GmbH,Unknown
MAZeT GmbH,Unknown
MBARI,Unknown
MBDA Deutschland GmbH,Unknown
MBM Technology Ltd.,Unknown
MBS Electronic Systems GmbH,Unknown
MBS GmbH,Unknown
"MBTech Systems, Inc.",Unknown
MC Technologies GmbH,Unknown
MCD ELECTRONICS SP. Z O.O.,Unknown
MCD KENCOM CORPORATION,Unknown
MCDONNELL DOUGLAS COMPUTER SYS,Unknown
MCM JAPAN LTD.,Unknown
MCM Systems Ltd,Unknown
MCNC,Unknown
"MCNEX Co.,Ltd.",Unknown
"MCNS HOLDINGS, L.P.",Unknown
MCOT Corporation,Unknown
MCOT INC.,Unknown
MCQUAY INTERNATIONAL,Unknown
MCS Logic,Unknown
MCS Logic Inc.,Unknown
MCST ZAO,Unknown
"MCT CO., LTD.",Unknown
MDI Security Systems,IP Camera
"MDK CO.,LTD.",Unknown
MDS Gateways,Unknown
"MECHATRONICS INNOVATION TECHNOLOGIES, S.L.U.",Unknown
"MEDIA GLOBAL LINKS CO., LTD.",Unknown
"MEDIA4, INC.",Unknown
MEDIAEDGE Corporation,Unknown
MEDIAFIRE CORPORATION,Unknown
"MEDIASTAR CO., LTD.",Unknown
MEDIATRIX TELECOM,Unknown
MEDILINE ITALIA SRL,Unknown
MEDION AG,Unknown
"MEDISON Xray Co., Ltd",Unknown
MEG Electronics Inc.,Unknown
MEGADATA CORP.,Unknown
MEGAHERTZ CORPORATION,Unknown
"MEGATON HOUSE, LTD.",Unknown
"MEGATRON COMPUTER INDUSTRIES PTY, LTD.",Unknown
MEIDENSHA CORPORATION,Unknown
MEIKO,Unknown
"MEIKYO ELECTRIC CO.,LTD",Unknown
"MEIZU Technology Co., Ltd.",Phone
"MEIZU Technology Co.,Ltd.",Phone
"MEKICS CO., LTD.",Unknown
MEKRA Lang GmbH & Co. KG,Unknown
"MEL Co.,Ltd.",Unknown
MELITA INTERNATIONAL CORP.,Unknown
"MELPER Co., Ltd.",Unknown
MEMMERT GmbH + Co. KG,Unknown
"MEMOREX TELEX JAPAN, LTD.",Unknown
"MEMOTEC, INC.",Unknown
"MENICX INTERNATIONAL CO., LTD.",Unknown
MENNEN MEDICAL INC.,Unknown
"MER TELEMANAGEMENT SOLUTIONS, LTD.",Unknown
"MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",Phone
"MERCURY COMPUTER SYSTEMS, INC.",Unknown
MERCURY CORPORATION,Unknown
MERCURY SECURITY CORPORATION,IP Camera
"MERCUSYS TECHNOLOGIES CO., LTD.",Unknown
MERIDIAN TECHNOLOGY CORP.,Unknown
"MERITECH CO.,LTD",Unknown
MERLOT COMMUNICATIONS,Phone
MERRIMAC SYSTEMS INC.,Unknown
MESA ELECTRONICS,Unknown
"MESA RIDGE TECHNOLOGIES, INC.",Unknown
"MESADA Technology Co.,Ltd.",Unknown
MESMO TECHNOLOGY INC.,Unknown
MESOMATIC GmbH & Co.KG,Unknown
MESOTIC SAS,Unknown
MESSOA TECHNOLOGIES INC.,Unknown
META SYSTEM SPA,Unknown
"METACOMP, INC.",Unknown
METAPHOR COMPUTER SYSTEMS,Unknown
METAWAVE COMMUNICATIONS,Phone
METEL s.r.o.,Unknown
METER Group,Unknown
METIER MANAGEMENT SYSTEMS LTD.,Unknown
"METRICOM, INC.",Unknown
METRODATA LTD.,Unknown
METRONIX GMBH,Unknown
METTLER-TOLEDO (ALBSTADT) GMBH,Unknown
"METTLER-TOLEDO, INC.",Unknown
MEWTEL TECHNOLOGY INC.,Unknown
"MEXUS CO.,LTD",Unknown
MFP MICHELIN,Unknown
"MG Co., Ltd.",Unknown
MGE UPS Systems France,Unknown
"MHL, LLC",Unknown
MI-Zone Technology Ireland,Unknown
MI.TEL s.r.l.,Unknown
MIA Corporation,Unknown
"MIARTECH (SHANGHAI),INC.",Unknown
"MIC ASSOCIATES, INC.",Unknown
MIC Technology Group,Unknown
MICHELS & KLEBERHOFF COMPUTER,Unknown
MICIUS Laboratory,Unknown
MICO ELECTRIC(SHENZHEN) LIMITED,Unknown
MICOM COMMUNICATIONS INC.,Phone
"MICRILOR, Inc.",Unknown
MICRO BYTE PTY. LTD.,Unknown
MICRO CRAFT,Unknown
MICRO INDUSTRIES CORP.,Unknown
MICRO LINEAR COPORATION,Unknown
MICRO S.E.R.I.,Unknown
MICRO TECHNOLOGY,Unknown
MICRO WORLD,Unknown
MICRO-MATIC RESEARCH,Unknown
"MICRO-STAR INT'L CO., LTD.",Unknown
"MICRO-STAR INT'L CO.,LTD",Unknown
"MICRO-STAR INT'L CO.,LTD.",Unknown
"MICRO-STAR INTERNATIONAL CO., LTD.",Unknown
"MICRO/SYS, INC.",Unknown
"MICROBOARDS, INC.",Unknown
MICROBUS DESIGNS LTD.,Unknown
MICROCOM,Unknown
MICROCOMPUTER SYSTEMS (M) SDN.,Unknown
MICRODIA Ltd.,Unknown
MICRODIGTAL Inc,Unknown
MICROFIRST INC.,Unknown
MICROFIVE CORPORATION,Unknown
MICROGNOSIS INTERNATIONAL,Unknown
MICROHARD S.R.L.,Unknown
MICROMERITICS INSTRUMENT,Unknown
"MICRON TECHNOLOGY, INC.",Unknown
"MICRONICS COMPUTER, INC.",Unknown
MICROPLEX Printware AG,Unknown
MICROPLEX SYSTEMS LTD.,Unknown
MICROPOLIS CORP.,Unknown
MICROPROCESS,Unknown
MICROPROSS,Unknown
MICRORISC s.r.o.,Unknown
"MICROROBOT.CO.,LTD",Unknown
MICROSAGE COMPUTER SYSTEMS INC,Unknown
MICROSENS GmbH & CO. KG,Unknown
MICROSLATE INC.,Unknown
MICROSOFT CORP.,Computer
MICROTECH ELECTRONICS LIMITED,Unknown
"MICROTEK INTERNATIONAL, INC.",Unknown
MICROTEL INNOVATION S.R.L.,Unknown
"MICROTEST, INC.",Unknown
MICROTROL LIMITED,Unknown
MICROTRONIX DATACOM LTD.,Unknown
MICROUNITY SYSTEMS ENGINEERING,IoT Device
MICROWAVE BYPASS SYSTEMS,Unknown
MICROWI ELECTRONIC GmbH,Unknown
MIDAS  COMMUNICATION TECHNOLOGIES PTE LTD ( Foreign Branch),Phone
"MIDAS LAB, INC.",Unknown
MIDDLE EAST TECH. UNIVERSITY,Unknown
MIDICOM ELECTRONICS CO.LTD,Unknown
"MIDORI ELECTRONIC CO., LTD.",Unknown
"MIDSCO, INC.",Unknown
MIHARU COMMUNICATIONS Inc,Phone
MII,Unknown
"MIKAMI & CO., LTD.",Unknown
MIKASA SYSTEM ENGINEERING,IoT Device
MIKLYN DEVELOPMENT CO.,Unknown
MIKRODIDAKT AB,Unknown
MIKRON GMBH,Unknown
MILAN TECHNOLOGY CORPORATION,Unknown
MILLSON CUSTOM SOLUTIONS INC.,Unknown
"MIMAKI ENGINEERING CO., LTD.",IoT Device
"MIMO TECH Co., Ltd.",Unknown
MIMODISPLAYKOREA,Unknown
MIMOS Berhad,Unknown
MIND TECH INTERNATIONAL LIMITED,Unknown
"MINERVA KOREA CO., LTD",Unknown
MINERVA SYSTEMS,Unknown
"MING FORTUNE INDUSTRY CO., LTD",Unknown
MING HONG TECHNOLOGY (SHEN ZHEN) LIMITED,Unknown
MINIWARE TECHNOLOGY,Unknown
MINIX Technology Limited,Unknown
"MINTRON ENTERPRISE CO., LTD.",Unknown
MIOS ELETTRONICA SRL,Unknown
"MIP Telecom, Inc.",Unknown
"MIPRO Electronics Co., Ltd",Unknown
MIPS DENMARK,Unknown
MIPSYS,Unknown
MIR - Medical International Research,Unknown
"MIRAE INFORMATION TECHNOLOGY CO., LTD.",Unknown
"MIRAE ITS Co.,LTD.",Unknown
MIRO COMPUTER PRODUCTS AG,Unknown
"MISYS FINANCIAL SYSTEMS, LTD.",Unknown
MITAC COMPUTING TECHNOLOGY CORPORATION,Unknown
MITAC INTERNATIONAL CORP.,Unknown
"MITEC, INC.",Unknown
MITEL CORPORATION,Phone
MITEQ Inc.,Unknown
MITRON COMPUTER PTE LTD.,Unknown
"MITSUBISHI CHEMICAL AMERICA, INC.",Unknown
MITSUBISHI ELECTRIC AUTOMATION (CHINA) LTD.,Unknown
"MITSUBISHI ELECTRIC SYSTEM & SERVICE CO.,LTD.",Unknown
MITSUBISHI ELECTRONICS LOGISTIC SUPPORT CO.,Unknown
"MITSUBISHI HEAVY INDUSTRIES MECHATRONICS SYSTEMS,LTD.",Unknown
MITSUBISHI WIRELESS COMMUNICATIONS. INC.,Phone
"MITSUMI ELECTRIC CO.,LTD.",Unknown
MITSUYA LABORATORIES INC.,Unknown
"MIURA CO.,LTD",Unknown
MIX s.r.l.,Unknown
MIYOSHI ELECTRONICS CORPORATION,Unknown
"MIZAR, INC.",Unknown
MIrcom Group of Companies,Unknown
MJ Innovations Ltd.,Unknown
MK MASTER INC.,Unknown
MKD Technology Inc.,Unknown
MKNet Corporation,Unknown
MKS Instruments,Unknown
MKS Instruments Deutschland GmbH,Unknown
MKT Systemtechnik GmbH & Co. KG,Unknown
"ML vision Co.,LTD",IP Camera
MMB Research Inc.,Unknown
"MMC NETWORKS, INC.",Unknown
"MMC Technology, Inc.",Unknown
MMC-EMBEDDED COMPUTERTECHNIK GmbH,Unknown
MMPC Inc.,Unknown
MOBILE TECHNIKA Inc.,Unknown
MOBILINE Kft.,Unknown
MOBITEK,Unknown
MOBITITECABSOLUT S.A.,Unknown
"MOBIUS TECHNOLOGIES, INC.",Unknown
"MOBIWIRE MOBILES (NINGBO) CO.,LTD",Unknown
"MOBIWIRE MOBILES(NINGBO) CO.,LTD",Unknown
MOCACARE Corporation,Unknown
MODI GmbH,Unknown
MODULAR COMPUTING TECHNOLOGIES,Unknown
"MODULAR MINING SYSTEMS, INC.",Unknown
MODULETEK,Unknown
MOKO TECHNOLOGY Ltd,Unknown
MOLDAT WIRELESS TECHNOLGIES,Phone
MOLECULAR DYNAMICS,Unknown
MOMENTUM IOT,Unknown
"MONAD., Inc.",Unknown
MONDIAL electronic,Unknown
MONEYTECH,Unknown
MONTEREY NETWORKS,Unknown
"MOOHADIGITAL CO., LTD",Unknown
MOORE PRODUCTS CO.,Unknown
MORE STAR INDUSTRIAL GROUP LIMITED,Unknown
MORETON BAY,Unknown
"MORNING STAR TECHNOLOGIES, INC",Unknown
MOSAIC TECHNOLOGIES INC.,Unknown
"MOSDAN Internation Co.,Ltd",Unknown
MOTOROLA,Phone
MOTOROLA COMMUNICATION ISRAEL,Phone
MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.,Phone
MOVEK,Unknown
"MOXA TECHNOLOGIES CORP., LTD.",Unknown
MPB Communications Inc.,Phone
MPEDIA,Unknown
"MPGIO CO.,LTD",Unknown
MPI TECH,Unknown
MPL AG,Unknown
MPLS Forum,Unknown
MPMKVVCL,Unknown
MR&D Manufacturing,IoT Device
MRC INC.,Unknown
"MRG SYSTEMS, LTD.",Unknown
MRO-TEK Realty Limited,Unknown
MRS Electronic GmbH,Unknown
"MRT MICRO, INC.",Unknown
MRV Communication (Networks) LTD,Phone
MRV Communications (Networks) LTD,Phone
"MRV Communications, Inc.",Phone
MRV Comunications,Phone
MS Sedco,Unknown
MS-Magnet,Unknown
MSA Auer,Unknown
MSA Innovation,Unknown
MSC VERTRIEBS GMBH,Unknown
MSC Vertriebs GmbH,Unknown
"MSE CO.,LTD.",Unknown
MSF-Vathauer Antriebstechnik GmbH & Co KG,Unknown
MSI,Computer
MSI Technology GmbH,Computer
MST CORPORATION,Unknown
MSTAR SEMICONDUCTOR,Unknown
MTA SpA,Unknown
MTData Developments Pty. Ltd.,Unknown
"MTG Co., Ltd.",Unknown
MTI,Unknown
MTI Ltd.,Unknown
MTI co. LTD,Unknown
MTL  Instruments PLC,Unknown
MTMCommunications,Phone
MTN Electronic Co. Ltd,Unknown
